id,name,salary_from,salary_to,currency,role,city,fmt,experience,employer,date,key_skills,grade
126793760,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,Лига Цифровой Экономики,2025-10-21,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",middle+/senior
126785308,Аналитик,130000.0,150000.0,RUR,Продуктовый аналитик,Санкт-Петербург,гибрид,от 3 до 6 лет,Протей Ай-Ти-Инжиниринг,2025-10-21,"['Системный анализ', 'Работа с базами данных', 'Анализ данных', 'Информационные технологии', 'Автоматизация процессов', 'Сбор и анализ информации', 'Аналитика', 'Базы данных']",middle+/senior
126488303,Бизнес-аналитик,135000.0,180000.0,RUR,Бизнес-аналитик,Москва,не указано,от 1 года до 3 лет,МИР СИТИ,2025-10-13,"['SQL', 'MS Excel', 'Оптимизация бизнес-процессов', 'Автоматизация бизнес-процессов', 'Figma', 'XML', 'Atlassian Jira', 'Анализ данных', 'Аналитическое мышление', 'Анализ рынка', 'Базы данных']",junior+/middle
125762431,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,ГК «МТ-Интеграция»,2025-09-25,"['UML', 'BPMN', 'Docker', 'Kubernetes', 'Ansible', 'Terraform', 'Gitlab']",middle+/senior
126575692,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,не указано,от 3 до 6 лет,Ecom.tech,2025-10-15,"['SQL', 'airflow', 'Clickhouse', 'Greenplum', 'Spark', 'Airflow', 'Kafka']",middle+/senior
125047265,Аналитик,50000.0,50000.0,RUR,Аналитик,Москва,гибрид,нет опыта,МТС,2025-10-08,"['MS Excel', 'MS PowerPoint', 'Power BI', 'Tableau', 'BPMN', 'Python']",стажёр/junior
126519247,ios - разработчик (middle+),110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 3 до 6 лет,Цифровые привычки,2025-10-14,"['iOS', 'Swift', 'UIKit', 'Clean Architecture']",middle+/senior
126794612,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,гибрид,от 3 до 6 лет,Ozon,2025-10-21,"['Аналитика данных', 'Data Science', 'Python', 'SQL', 'ML']",middle+/senior
126820733,Инженер данных,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 3 до 6 лет,ГКУ Инфогород,2025-10-22,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",middle+/senior
125901708,стажер sap,135000.0,180000.0,RUR,Бизнес-аналитик,Новосибирск,не указано,нет опыта,BeringPro,2025-09-29,"['Бизнес-анализ', 'BPMN', 'SQL', 'Анализ бизнес-процессов', 'UML']",стажёр/junior
126415037,Аналитик,80000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,гибрид,от 1 года до 3 лет,KNAM,2025-10-10,"['Маркетинговый анализ', 'SQL', 'Power BI', 'Google Analytics', 'Работа с базами данных', 'WEB аналитика', 'Интернет маркетинг', 'Яндекс.Метрика', 'Планирование', 'Аналитическое мышление', 'Анализ рынка', 'Аналитика']",junior+/middle
124445474,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Самара,гибрид,от 1 года до 3 лет,42,2025-09-23,"['Atlassian Jira', 'Atlassian Confluence', 'Деловая коммуникация', 'JSON API', 'Draw.io', 'Confluence', 'Анализ данных', 'Аналитика', 'Аналитические способности', 'Удаленная работа', 'BPMN', 'UML', 'Postman', 'REST']",junior+/middle
125914008,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,не указано,от 3 до 6 лет,EGAR,2025-09-29,"['Atlassian Jira', 'XML', 'Atlassian Confluence', 'SQL', 'UML', 'JSON API', 'RabbitMQ', 'Kafka', 'Системный анализ', 'Бизнес-анализ', 'REST', 'SOAP', 'Postman', 'Swagger', 'Xsd', 'CSV', 'YAML', 'MS SQL', 'BPMN']",middle+/senior
125801671,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,Сорб групп,2025-10-22,"['SQL', 'Системный анализ', 'ГОСТ 34', 'JSON API', 'PostgreSQL', 'Постановка задач разработчикам', 'Atlassian Jira', 'Atlassian Confluence']",junior+/middle
126740289,Аналитик,150000.0,180000.0,RUR,Аналитик,Москва,гибрид,от 3 до 6 лет,КОРТЕОС,2025-10-20,"['SQL', 'Аналитическое мышление', 'Разработка технических заданий', 'Бизнес-анализ', 'BPMN']",middle+/senior
125756505,Аналитик,180000.0,250000.0,RUR,Продуктовый аналитик,Москва,гибрид,от 1 года до 3 лет,Metaratings,2025-09-25,"['Исследовательский анализ данных', 'Power BI', 'A/B тесты', 'Tableau', 'Основы маркетинга']",junior+/middle
125784993,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,не указано,от 1 года до 3 лет,EGAR,2025-09-25,"['BPMN', 'UML', 'Atlassian Confluence', 'Системный анализ', 'Atlassian Jira', 'SQL', 'Постановка задач разработчикам', 'JSON API']",junior+/middle
126766388,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,Финансовые Платформы,2025-10-21,"['Linux', 'SQL', 'API', 'Английский язык В2', 'Французский язык', 'Разработка пользовательской документации', 'Системный анализ', 'Бизнес-анализ']",junior+/middle
126830181,Аналитик 1С,250000.0,200000.0,RUR,Аналитик,Москва,гибрид,более 6 лет,Форум-Авто,2025-10-22,"['1С', '1С программирование', 'Аналитика', '1С: Бухгалтерия']",senior+
125727705,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,гибрид,от 3 до 6 лет,Звук,2025-10-16,"['SQL', 'Python']",middle+/senior
125331700,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,гибрид,от 1 года до 3 лет,Платформа Третье Мнение,2025-10-20,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",junior+/middle
126398308,Бизнес-аналитик,135000.0,180000.0,RUR,Бизнес-аналитик,Санкт-Петербург,гибрид,от 1 года до 3 лет,Altenar,2025-10-10,"['Английский язык', 'Бизнес-анализ', 'Анализ требований', 'Анализ бизнес-процессов']",junior+/middle
126670458,ML-разработчик,220000.0,280000.0,RUR,Дата-сайентист,Санкт-Петербург,не указано,от 1 года до 3 лет,"We are an Innovation hub based, which creates vibrant startup ecosystems and technologies for AdTech & MarTech projects.",2025-10-17,"['Python', 'SQL', 'PyTorch', 'Apache Airflow', 'pandas']",junior+/middle
126747509,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Санкт-Петербург,гибрид,от 1 года до 3 лет,SKAI,2025-10-20,"['Аналитическое мышление', 'MS Excel', 'Работа с большим объемом информации', 'Работа в команде', 'Деловая переписка', 'Power BI', 'SQL', 'Power Query']",junior+/middle
125890041,Системный аналитик,130000.0,250000.0,RUR,Системный аналитик,Москва,не указано,от 3 до 6 лет,DCloud,2025-09-29,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",middle+/senior
124833718,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Санкт-Петербург,гибрид,от 3 до 6 лет,Nexign (АО Нэксайн),2025-10-03,"['UML', 'REST API']",middle+/senior
126483942,Аналитик,60000.0,60000.0,RUR,Продуктовый аналитик,Москва,гибрид,нет опыта,МТС,2025-10-20,"['SQL', 'Python', 'MS Excel', 'Аналитический склад ума']",стажёр/junior
119389708,Бизнес-аналитик,135000.0,180000.0,RUR,Бизнес-аналитик,Москва,гибрид,от 3 до 6 лет,Россети Цифра,2025-10-21,"['Бизнес-анализ', 'BPMN', 'SQL', 'Анализ бизнес-процессов', 'UML']",middle+/senior
125886374,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Санкт-Петербург,гибрид,от 1 года до 3 лет,Nexign (АО Нэксайн),2025-09-29,"['SQL', 'UML', 'API']",junior+/middle
126639755,Инженер данных,45000.0,50000.0,RUR,Системный аналитик,Самара,не указано,нет опыта,ГБУ Самарской области Цифровой регион,2025-10-17,"['SQL', 'Битрикс24']",стажёр/junior
126746849,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Санкт-Петербург,гибрид,от 3 до 6 лет,IBS,2025-10-20,"['Системный анализ', 'API', 'HTTP', 'UML', 'BPMN', 'REST', 'JSON', 'XML', 'SQL', 'Apache Kafka', 'RabbitMQ', 'Agile', 'Java', 'C#', 'C++']",middle+/senior
84980964,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 3 до 6 лет,ИЦ АЙ-ТЕКО,2025-10-02,"['XML/JSON, XSD/JSON Schema', 'REST/Web', 'UML', 'SQL', 'select, join, update, insert, case', 'SOAP, REST, Kafka', 'ETL/ELT', 'СУБД', 'SOAP/REST', 'Hadoop']",middle+/senior
125533032,Аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 3 до 6 лет,Notamedia,2025-10-13,"['Бизнес-анализ', 'Системный анализ']",middle+/senior
125944834,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 1 года до 3 лет,Р-Вижн,2025-09-30,"['Аналитическое мышление', 'Информационная безопасность', 'BPMN']",junior+/middle
126368953,Бизнес-аналитик,135000.0,180000.0,RUR,Бизнес-аналитик,Москва,гибрид,от 1 года до 3 лет,CloudPayments,2025-10-09,"['Бизнес-анализ', 'BPMN', 'SQL', 'Анализ бизнес-процессов', 'UML']",junior+/middle
126348489,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Казань,не указано,от 1 года до 3 лет,Axenix (ранее Accenture),2025-10-20,"['REST', 'Apache Kafka', 'PostgreSQL', 'Agile', 'SQL', 'Redis', 'Postman', 'BPMN', 'UML']",junior+/middle
126716276,Разработчик БД,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 3 до 6 лет,65apps,2025-10-20,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",middle+/senior
124461212,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 1 года до 3 лет,Ozon,2025-10-03,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",junior+/middle
126797122,ML-разработчик,120000.0,200000.0,RUR,Дата-сайентист,Москва,гибрид,от 1 года до 3 лет,Any,2025-10-21,"['SaaS', 'Python', 'SQL', 'Аналитические исследования', 'ML', 'Анализ данных', 'Работа с большим объемом информации', 'Clickhouse', 'pandas', 'Numpy', 'Jupyter Notebook', 'Elasticsearch', 'PySpark']",junior+/middle
125868018,Инженер данных,220000.0,280000.0,RUR,Дата-сайентист,Москва,не указано,от 1 года до 3 лет,TWIG,2025-09-28,"['SQL', 'Python', 'REST API', 'ETL', 'Математическая статистика', 'Apache Airflow']",junior+/middle
126779490,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,не указано,от 3 до 6 лет,БФТ-Холдинг,2025-10-21,"['SQL', 'REST', 'SOAP', 'BPMN', 'UML', 'XML', 'IDEF0', 'PostgreSQL', 'Apache Kafka', 'ГИС']",middle+/senior
126142671,Системный аналитик,120000.0,175000.0,RUR,Системный аналитик,Санкт-Петербург,не указано,от 1 года до 3 лет,ИнстаДев,2025-10-20,"['Atlassian Jira', 'UML', 'BPMN', 'XML', 'HTML', 'JSON', 'WSDL', 'SQL', 'SOAP']",junior+/middle
125068744,Аналитик,140000.0,225000.0,RUR,Продуктовый аналитик,Москва,гибрид,от 3 до 6 лет,Звук,2025-10-08,"['SQL', 'Анализ данных', 'Статистический анализ', 'Python', 'Clickhouse', 'Аналитическое мышление', 'BI']",middle+/senior
126396752,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Новосибирск,не указано,от 3 до 6 лет,2ГИС,2025-10-10,"['Системный анализ', 'SQL', 'Google Analytics', 'Бизнес-анализ', 'Git']",middle+/senior
126460981,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Екатеринбург,не указано,от 1 года до 3 лет,"ХОСТ, Группа компаний",2025-10-13,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",junior+/middle
125664582,Аналитик,170000.0,200000.0,RUR,Аналитик,Санкт-Петербург,гибрид,от 3 до 6 лет,АЛЬПЕ Консалтинг,2025-09-23,"['Битрикс24', 'Моделирование бизнес процессов', 'Сбор и анализ информации', 'Аналитическое мышление', 'Разработка технических заданий', 'Деловая коммуникация']",middle+/senior
125877538,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,не указано,от 3 до 6 лет,ИЦ АЙ-ТЕКО,2025-09-29,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",middle+/senior
126418429,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,Медиалогия,2025-10-10,"['SQL', 'BPMN', 'Бизнес-анализ', 'Системный анализ', 'REST API']",middle+/senior
126043558,Системный аналитик,180000.0,300000.0,RUR,Системный аналитик,Москва,не указано,более 6 лет,Клируэй Текнолоджис,2025-10-20,"['Системный анализ', 'Agile', 'Scrum', 'UML', 'BPMN', 'IDEF', 'REST API', 'SOAP', 'SQL', 'Zabbix', 'Prometheus']",senior+
126506040,Бизнес-аналитик,160000.0,180000.0,RUR,Бизнес-аналитик,Москва,не указано,от 1 года до 3 лет,Газпромбанк,2025-10-20,"['Бизнес-анализ', 'BPMN', 'SQL', 'Анализ бизнес-процессов', 'UML']",junior+/middle
126717081,DWH-разработчик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,более 6 лет,Цифровые привычки,2025-10-20,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",senior+
126303210,ML-разработчик,220000.0,280000.0,RUR,Дата-сайентист,Москва,гибрид,от 3 до 6 лет,Servicepipe,2025-10-08,"['SQL', 'Математический анализ', 'Математическая статистика', 'Clickhouse', 'Grafana']",middle+/senior
126435777,Аналитик 1С,60000.0,100000.0,RUR,Аналитик,Санкт-Петербург,не указано,от 1 года до 3 лет,РУМИКОН,2025-10-21,"['Работа в команде', 'Аналитическое мышление', '1С', 'Бухгалтерский учет']",junior+/middle
125009179,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 1 года до 3 лет,НИИ Восход,2025-10-06,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",junior+/middle
125868734,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,"ЗащитаИнфоТранс, ФГУП",2025-09-29,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",middle+/senior
125206003,Аналитик,60000.0,120000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,MobiAds,2025-10-17,"['Анализ данных', 'MS Excel', 'Google Sheets', 'Отчетность']",junior+/middle
126291307,Системный аналитик,130000.0,270000.0,RUR,Системный аналитик,Санкт-Петербург,не указано,от 1 года до 3 лет,Филиал в г. Санкт-Петербург АО Концерн Радиостроения Вега,2025-10-08,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",junior+/middle
123412522,Бизнес-аналитик,135000.0,180000.0,RUR,Бизнес-аналитик,Москва,гибрид,от 1 года до 3 лет,idaproject,2025-10-22,"['Бизнес-анализ', 'BPMN', 'SQL', 'Анализ бизнес-процессов', 'UML']",junior+/middle
125761986,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Санкт-Петербург,не указано,более 6 лет,Ред Софт,2025-10-21,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",senior+
125848047,Аналитик 1С,150000.0,250000.0,RUR,Бизнес-аналитик,Москва,не указано,от 3 до 6 лет,Tnext,2025-10-22,"['Бизнес-анализ', 'ERP-системы на базе 1С', '1С', 'Моделирование бизнес процессов', 'Аналитическое мышление', 'Работа с большим объемом информации']",middle+/senior
126650977,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Санкт-Петербург,не указано,от 3 до 6 лет,BIV,2025-10-17,"['API', 'BPMN', 'Системный анализ', 'UML', 'Анализ требований']",middle+/senior
126719096,Специалист,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 3 до 6 лет,Ozon,2025-10-20,['Фрод-мониторинг'],middle+/senior
126523089,Аналитик,90000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Екатеринбург,гибрид,от 3 до 6 лет,D Innovate Group,2025-10-17,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",middle+/senior
126550895,Бизнес-аналитик,135000.0,180000.0,RUR,Бизнес-аналитик,Москва,гибрид,от 3 до 6 лет,Магнит OMNI,2025-10-15,"['Бизнес-анализ', 'MS Exel', 'MS PowerPoint', 'Сбор требований']",middle+/senior
118439710,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,не указано,от 1 года до 3 лет,ИЦ АЙ-ТЕКО,2025-10-09,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",junior+/middle
125812358,Аналитик,140000.0,225000.0,RUR,Продуктовый аналитик,Москва,гибрид,более 6 лет,Postgres Professional,2025-10-21,"['SQL', 'Tableau', 'Power BI', 'Системное мышление']",senior+
125589140,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 1 года до 3 лет,НТЦ Вулкан,2025-10-10,"['Аналитическое мышление', 'Системный анализ', 'Аналитика', 'Сбор и анализ информации', 'Анализ данных', 'СУБД', 'Умение работать в коллективе', 'Разработка технических заданий', 'Базы данных', 'Микросервисная архитектура', 'Figma', 'ГОСТ', 'User Story', 'Сбор требований', 'Постановка задач разработчикам']",junior+/middle
126043057,Бизнес-аналитик,200000.0,180000.0,RUR,Бизнес-аналитик,Москва,гибрид,от 1 года до 3 лет,Ай-Титул,2025-10-02,"['Анализ бизнес-процессов', 'Анализ требований', 'Описание бизнес-процессов', 'Моделирование бизнес процессов', 'Разработка бизнес-требований', 'Интервьюирование', 'Сбор требований', 'Документирование бизнес-требований', 'Управление бизнес процессами']",junior+/middle
126649127,Специалист,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,Т-Банк,2025-10-17,"['SQL', 'Аналитическое мышление', 'Разработка технических заданий', 'Бизнес-анализ', 'BPMN']",junior+/middle
126822057,Аналитик 1С,110000.0,200000.0,RUR,Аналитик,Москва,гибрид,от 1 года до 3 лет,Датаюниверс,2025-10-22,"['SQL', 'Аналитическое мышление', 'Разработка технических заданий', 'Бизнес-анализ', 'BPMN']",junior+/middle
126375680,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,гибрид,от 1 года до 3 лет,МТС,2025-10-09,"['SQL', 'Python', 'Big Data']",junior+/middle
126735757,Аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 3 до 6 лет,IBS,2025-10-20,"['Системный анализ', 'MS SQL', 'ГОСТ', 'BPMN', 'Atlassian Jira', 'Atlassian Confluence']",middle+/senior
126044485,Бизнес-аналитик,135000.0,180000.0,RUR,Бизнес-аналитик,Москва,гибрид,от 3 до 6 лет,Группа компаний Аэроклуб,2025-10-02,"['Бизнес-анализ', 'BPMN', 'SQL', 'Анализ бизнес-процессов', 'UML']",middle+/senior
126226472,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 1 года до 3 лет,Моё дело,2025-10-07,"['Анализ данных', 'Анализ бизнес показателей', 'SQL', 'Работа с базами данных', 'Power BI', 'Data Analysis', 'Базы данных', 'Аналитика']",junior+/middle
126473597,Бизнес-аналитик,150000.0,180000.0,RUR,Бизнес-аналитик,Екатеринбург,гибрид,от 1 года до 3 лет,АйТиНавигатор,2025-10-13,"['Бизнес-анализ', 'Анализ бизнес-процессов', 'Моделирование бизнес-процессов', 'Описание бизнес-процессов', 'Оптимизация бизнес-процессов', 'Постановка задач разработчикам', 'Анализ требований']",junior+/middle
126723368,DWH-разработчик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 3 до 6 лет,Spice IT,2025-10-20,"['Clickhouse', 'SQL', 'Snowflake', 'Redshift', 'BigQuery', 'Apache Airflow', 'Informatica', 'Azure Data Factory']",middle+/senior
126275305,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,Copperside,2025-10-07,"['Системный анализ', 'DDD', 'PostgreSQL', 'Постановка задач разработчикам', 'Анализ требований', 'SQL']",middle+/senior
126535191,Инженер данных,220000.0,280000.0,RUR,Дата-сайентист,Москва,гибрид,от 1 года до 3 лет,The Skolkovo Institute of Science and Technology,2025-10-14,['PyTorch'],junior+/middle
126673954,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 1 года до 3 лет,ЭР-Телеком Холдинг,2025-10-17,"['Анализ данных', 'Python', 'SQL', 'Spark']",junior+/middle
125835504,Системный аналитик,80000.0,150000.0,RUR,Системный аналитик,Санкт-Петербург,гибрид,от 1 года до 3 лет,СИКСХЭНДС,2025-09-26,"['Разработка технических заданий', 'Аналитическое мышление', 'UML', 'BPMN', 'Системный анализ', 'User Story', 'Use case', 'C4', 'Сбор требований', 'Микросервисная архитектура']",junior+/middle
126304855,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Санкт-Петербург,не указано,от 1 года до 3 лет,Evercode Lab,2025-10-13,"['SQL', 'Python', 'google spreadsheets', 'OSINT', 'Data Analysis']",junior+/middle
115529176,Системный аналитик,130000.0,250000.0,RUR,Системный аналитик,Москва,не указано,от 3 до 6 лет,Цифровые привычки,2025-10-16,"['BPMN', 'UML', 'UX']",middle+/senior
126071511,Аналитик,140000.0,225000.0,RUR,Продуктовый аналитик,Санкт-Петербург,гибрид,от 1 года до 3 лет,НаПоправку,2025-10-11,"['Аналитическое мышление', 'SQL', 'Python', 'Работа с системами аналитики', 'Веб-аналитика', 'Яндекс.Метрика', 'Google Analytics', 'A/B тесты']",junior+/middle
125136696,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Ростов-на-Дону,не указано,от 1 года до 3 лет,"Центр-инвест, коммерческий банк",2025-10-13,"['UML', 'SQL', 'Постановка задач разработчикам', 'Моделирование бизнес процессов', 'Анализ требований', 'Разработка технических заданий', 'REST API']",junior+/middle
126327020,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,Моринтех,2025-10-20,"['REST API', 'Agile', 'Scrum', 'BPMN', 'UML', 'SQL', 'NoSQL']",middle+/senior
126481435,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,более 6 лет,CUSTIS,2025-10-13,"['Системный анализ', 'SQL']",senior+
126019767,Аналитик 1С,110000.0,250000.0,RUR,Аналитик,Казань,не указано,от 1 года до 3 лет,Имплекс Проекты,2025-10-01,"['1С: Предприятие', 'Автоматизация', 'BPMN', 'IDEF0', 'Грамотная речь', 'Моделирование бизнес процессов', 'Консультирование']",junior+/middle
125346987,Аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,МТС,2025-10-15,"['SQL', 'Power BI', 'Аналитика', 'Подготовка отчетов']",junior+/middle
126125719,Аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,Weborama,2025-10-21,"['SQL', 'Анализ данных', 'Аналитическое мышление', 'Исследовательский анализ данных', 'Визуализация данных', 'Работа с большим объемом информации', 'Python']",junior+/middle
125926502,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Санкт-Петербург,не указано,более 6 лет,Открытая мобильная платформа,2025-09-29,"['UML', 'BPMN', 'Scrum', 'Постановка задач разработчикам', 'Системный анализ']",senior+
126017455,Аналитик,110000.0,200000.0,RUR,Аналитик,Москва,гибрид,от 1 года до 3 лет,Гриндата,2025-10-01,"['SQL', 'BPMN', 'Написание технических заданий', 'Алгоритмы и структуры данных']",junior+/middle
126581404,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,ЛАНИТ,2025-10-16,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",middle+/senior
126507824,DWH-разработчик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 1 года до 3 лет,Neoflex,2025-10-14,"['JSON', 'MS SQL', 'XML', 'Atlassian Jira', 'Atlassian Confluence', 'XPath', 'BPMN', 'UML']",junior+/middle
126568971,Аналитик,110000.0,200000.0,RUR,Аналитик,Санкт-Петербург,не указано,от 1 года до 3 лет,Самокат (ООО Умный ритейл),2025-10-15,"['SQL', 'Аналитическое мышление', 'Разработка технических заданий', 'Бизнес-анализ', 'BPMN']",junior+/middle
124413908,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Самара,гибрид,от 1 года до 3 лет,Т-Банк,2025-10-02,"['SQL', 'Системный анализ', 'Kafka', 'API']",junior+/middle
125174751,Специалист,220000.0,280000.0,RUR,Дата-сайентист,Москва,не указано,более 6 лет,КонсультантПлюс,2025-10-01,"['Python', 'Natural Language Processing']",senior+
125922306,Системный аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,Открытая мобильная платформа,2025-09-29,"['UI/UX проектирование', 'UML', 'BPMN', 'SQL', 'Scrum', 'CI/CD']",junior+/middle
126521749,Аналитик 1С,155000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,"РУНА, консалтинговая группа",2025-10-14,"['1С: Бухгалтерия', '1С: Зарплата и кадры', 'Аналитическое мышление']",junior+/middle
126745062,Аналитик,110000.0,200000.0,RUR,Аналитик,Москва,не указано,от 1 года до 3 лет,Ozon,2025-10-20,"['Финансовый анализ', 'Коммерческий анализ', 'Аналитика KPI', 'Аналитическое мышление', 'Аналитические исследования', 'Прогнозирование', 'SQL', 'MS Excel', 'Power BI', 'Анализ данных']",junior+/middle
126459495,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Казань,гибрид,от 1 года до 3 лет,БАРС Груп,2025-10-13,"['SQL', 'Базы данных', 'BPMN', 'Atlassian Jira', 'Системный анализ', 'Atlassian Confluence', 'UML', 'SOAP', 'REST', 'Apache Kafka']",junior+/middle
126612873,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,гибрид,от 3 до 6 лет,МТС,2025-10-20,"['Аналитическое мышление', 'Бизнес-анализ', 'A/B тесты', 'Маркетинговый анализ', 'Анализ эффективности маркетинговых кампаний']",middle+/senior
125766613,Бизнес-аналитик,180000.0,180000.0,RUR,Бизнес-аналитик,Москва,не указано,от 3 до 6 лет,Rubbles,2025-09-25,"['Бизнес-анализ', 'Разработка технических заданий', 'BPMN', 'Оптимизация бизнес-процессов', 'IDEF', 'EPC', 'Сбор требований']",middle+/senior
126161838,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,гибрид,от 1 года до 3 лет,Aiti Guru,2025-10-21,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",junior+/middle
126484467,Аналитик,110000.0,250000.0,RUR,"BI-аналитик, аналитик данных",Москва,не указано,от 1 года до 3 лет,Bell Integrator,2025-10-13,"['SQL', 'Python', 'Power BI', 'Анализ данных', 'PostgreSQL']",junior+/middle
124497206,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,не указано,от 1 года до 3 лет,Altenar,2025-09-23,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",junior+/middle
126007106,Системный аналитик,130000.0,245000.0,RUR,Системный аналитик,Москва,гибрид,от 3 до 6 лет,Ай-Теко (I-Teco),2025-10-01,"['BPMN', 'Системный анализ', 'SQL', 'UML', 'Бизнес-анализ']",middle+/senior
